text,comment_id,annotator_id,sentiment,respect,insult,humiliate,status,dehumanize,violence,genocide,attack_defend,hatespeech,vote_distributions,rater_method,rater_type
"""...the only thing extraordinary about white people is that they think something is extraordinary about white people"" URL",28790,deepseek-v4-flash_modu_no_slur,3,3.0,4.0,3.0,2.0,0.0,0.0,0.0,3.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""3"": 5}, ""insult"": {""4"": 4, ""3"": 1}, ""humiliate"": {""3"": 4, ""4"": 1}, ""status"": {""3"": 1, ""2"": 4}, ""dehumanize"": {""0"": 4, ""1"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""3"": 3, ""4"": 2}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"> Where do we disagree on the term logos? The Torah / Word defines God's logos. it's less a sense of ""torah"" instruction, and more a platonic form of rationality. > How do you interpret John 1:1? that john thinks jesus was the incarnation of philo's coming messiah, who would be the logos. > Many twist Paul.  i don't think i am. paul clearly thinks jews are still held to the law, but that christians do not have to convert judaism. christians are outside the law by merit of ancestry.",12264,deepseek-v4-flash_modu_no_slur,2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""2"": 5}, ""respect"": {""2"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 4, ""1"": 1}, ""status"": {""2"": 4, ""3"": 1}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
How about you suck my ass? fag,9433,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""1"": 4, ""0"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
Sexy boy with a thick cock cums 4U. Retweet and Follow @usjackoffclub URL,30979,deepseek-v4-flash_modu_no_slur,1,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""1"": 5}, ""respect"": {""3"": 1, ""4"": 2, ""2"": 2}, ""insult"": {""0"": 2, ""2"": 1, ""1"": 1, ""4"": 1}, ""humiliate"": {""0"": 3, ""1"": 1, ""4"": 1}, ""status"": {""2"": 4, ""4"": 1}, ""dehumanize"": {""0"": 4, ""4"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 4, ""4"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Yesterday screenshots of Muhammad's Facebook account surfaced on the Internet, which at least left no doubt in a disturbing way to the killer's fidelity to Allah. ""In the name of Allah the Merciful – Every soul will die,"" he wrote, and under it, ""Belief in Almighty Allah.""",38219,deepseek-v4-flash_modu_no_slur,3,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""3"": 4, ""2"": 1}, ""respect"": {""3"": 4, ""2"": 1}, ""insult"": {""0"": 3, ""3"": 1, ""1"": 1}, ""humiliate"": {""2"": 1, ""0"": 3, ""3"": 1}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 4, ""3"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Most of this scammers are black bastards stinky Africans,40296,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,1.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""2"": 1, ""4"": 4}, ""violence"": {""1"": 3, ""0"": 2}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
@BeauStead @roddreher Do you have any limiting principles on immigration?,31609,deepseek-v4-flash_modu_no_slur,2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""2"": 5}, ""respect"": {""2"": 3}, ""insult"": {""0"": 3}, ""humiliate"": {""0"": 3}, ""status"": {""2"": 3}, ""dehumanize"": {""0"": 3}, ""violence"": {""0"": 3}, ""genocide"": {""0"": 3}, ""attack_defend"": {""2"": 3}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Zionists are NOT the Biblical Jews of Old Testament Judea. Hard to find a real Jew these days huh? ( chosen ppl ). I hear all manner of speech about how Jews have corrupted the world AND rule banking and most governments.,42679,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 4, ""3"": 1}, ""status"": {""4"": 3, ""1"": 1, ""0"": 1}, ""dehumanize"": {""1"": 2, ""4"": 3}, ""violence"": {""1"": 1, ""0"": 4}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
Fuck the retards that talk like that. Actual children,7601,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,1.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 4, ""1"": 1}, ""violence"": {""1"": 3, ""0"": 2}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
"Last year I just went to the pride parade without being out :D I have no idea what my friends thought (I mean to ask some of them just before I do come out), but no one gave me any shit about it and I had a great time 🤷 (I'm definitely gonna come out before this year's parade though ^(no really) ^^(I promise))",4013,deepseek-v4-flash_modu_no_slur,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""0"": 3, ""1"": 2}, ""respect"": {""0"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 3, ""0"": 1, ""1"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
sooooo??? what we now just for illegal immigration??? Than don't complain when terrorist come in like a field day ....idiots .... what a disgrace to anyone who suffered from 911 directly,49416,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""1"": 3, ""2"": 1, ""3"": 1}, ""violence"": {""0"": 4, ""1"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""0"": 3, ""2"": 2}}",LLM_majority,LLM
this is pretty much exactly it. people have been really mean to me about it but have then apologized when I call them out on it.  i didn't have to go through a lot of what my gay and lesbian friends went through because I didn't come out publicly until recently (last few years) and it's much more accepted than it was growing up.,17219,deepseek-v4-flash_modu_no_slur,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""1"": 4, ""2"": 1}, ""respect"": {""1"": 2, ""2"": 1, ""0"": 2}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
@robertjeffress @realDonaldTrump These are not the words of a true man of God. Jesus was kind to the poor and less fortunate. Jesus wouldn't want this hate being preached. He wouldn't want murder. #EnoughIsEnoughStopTheHate it's time for false men of God to resign.,38265,deepseek-v4-flash_modu_no_slur,4,,,,,,,,,0,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Matter of fact, I get sad when I realize my kids will never witness Filipino Tumblr $WAG",32278,deepseek-v4-flash_modu_no_slur,3,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""0"": 2, ""1"": 1, ""2"": 2}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""1"": 2, ""2"": 3}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Africa? Africa can't possibly be oppressed! Well, why else would they be allowed to explode Mittelafrika into a bagillion nations who immediately go to war with one another and the remnants of the government?",6610,deepseek-v4-flash_modu_no_slur,3,4.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,0,"{""sentiment"": {""4"": 2, ""3"": 3}, ""respect"": {""3"": 2, ""4"": 3}, ""insult"": {""3"": 2, ""4"": 3}, ""humiliate"": {""4"": 1, ""0"": 1, ""1"": 2, ""3"": 1}, ""status"": {""3"": 2, ""4"": 2, ""2"": 1}, ""dehumanize"": {""4"": 1, ""1"": 2, ""3"": 1, ""0"": 1}, ""violence"": {""0"": 4, ""1"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""3"": 1, ""1"": 2, ""4"": 1, ""0"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
We're the Russians when you need them,17349,deepseek-v4-flash_modu_no_slur,2,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""2"": 3, ""3"": 2}, ""respect"": {""1"": 1, ""2"": 2, ""3"": 2}, ""insult"": {""2"": 1, ""1"": 3, ""3"": 1}, ""humiliate"": {""1"": 2, ""0"": 1, ""3"": 2}, ""status"": {""2"": 4, ""1"": 1}, ""dehumanize"": {""0"": 4, ""1"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""1"": 4, ""2"": 1}, ""hatespeech"": {""0"": 4, ""1"": 1}}",LLM_majority,LLM
Our people are brainwashed to believe in the devils children not our people,43493,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,1.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 5}, ""violence"": {""0"": 2, ""1"": 3}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
"You are none of those things. I don't understand how difficult it can be living as a trans person as I am cis, but I do know what it's like being LGBT+, and I understand the struggle of not being accepted. You aren't alone during these difficult times, if you ever need to talk pop by any trans subreddit, or the lgbt subreddit. We're here for you. You're very good looking by the way, I hope you're doing okay dear.",10882,deepseek-v4-flash_modu_no_slur,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,"{""sentiment"": {""0"": 5}, ""respect"": {""0"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Ever since I was little I just felt like at one point in time I was Native American. Sure it could be because I loved Pocahontas but another one of my favorite movies was Aladdin and I have never felt a connection to that movie. I would love to do some past life regression to see if it's accurate but I just feel like I was. For some reason I just feel very connected to American Indians.,18601,deepseek-v4-flash_modu_no_slur,1,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""1"": 5}, ""respect"": {""2"": 1, ""1"": 1, ""3"": 3}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 4, ""1"": 1}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
📷 exposingwhitefaggots: Faggot Paul Girvan pig faggot here looking to be used and abused by you and... URL,24837,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,2.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 5}, ""violence"": {""3"": 2, ""1"": 2, ""0"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
Great news that Sikhs from #India and #Pakistan together celebrated the 550th anniversary of the birth of Guru Nanak at Nankana Sahib. We welcome efforts to build people-to-people ties between India and Pakistan. - AGW,36080,deepseek-v4-flash_modu_no_slur,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,"{""sentiment"": {""0"": 5}, ""respect"": {""0"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
She needs a real dick to stretch her out,15023,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,3.0,4.0,4.0,0.0,4.0,0,"{""sentiment"": {""4"": 4, ""3"": 1}, ""respect"": {""4"": 4}, ""insult"": {""4"": 4}, ""humiliate"": {""4"": 4}, ""status"": {""4"": 2, ""3"": 2}, ""dehumanize"": {""4"": 3, ""1"": 1}, ""violence"": {""0"": 1, ""4"": 2, ""2"": 1}, ""genocide"": {""0"": 4}, ""attack_defend"": {""4"": 4}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Do you think theres something wrong with dating someone who is not in your church..A lot of emphasis seems to be… — There is something wrong with any church saying there is something wrong with dating someone outside the church.… URL,35708,deepseek-v4-flash_modu_no_slur,3,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""2"": 3, ""1"": 1}, ""insult"": {""0"": 4}, ""humiliate"": {""0"": 3, ""1"": 1}, ""status"": {""2"": 4}, ""dehumanize"": {""0"": 4}, ""violence"": {""0"": 4}, ""genocide"": {""0"": 4}, ""attack_defend"": {""1"": 2, ""2"": 2}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"@HayleyKiyoko i came out to my mum, dad, uncle, auntie and nan",23275,deepseek-v4-flash_modu_no_slur,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""1"": 4, ""2"": 1}, ""respect"": {""2"": 4, ""0"": 1}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Wow, what a fucking disgusting cunt.",8565,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,1,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""1"": 3, ""2"": 2}}",LLM_majority,LLM
I like pride month personally bc I take a lot of pride in being a lesbian and surviving my detransition process/figuring out who I am,3723,deepseek-v4-flash_modu_no_slur,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,"{""sentiment"": {""0"": 5}, ""respect"": {""0"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 4, ""1"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Look forward to see the slut get that pussy ruined forever for her husband.,15755,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 5}, ""violence"": {""4"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
"Dude white knighting on the internet won't get you laid. Any women doing porn has been paid, talked to about the scene, and is there of her own will. Stop with this trafficking bullshit. They pay to be there most often and want to because they can't make as much money doing anything else.",11497,deepseek-v4-flash_modu_no_slur,3,4.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""3"": 4, ""4"": 1}, ""respect"": {""4"": 4, ""3"": 1}, ""insult"": {""3"": 3, ""1"": 1, ""4"": 1}, ""humiliate"": {""2"": 2, ""3"": 1, ""1"": 2}, ""status"": {""3"": 1, ""2"": 4}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 2, ""1"": 3}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"> For every year a man ages so his dating pool grows  Aha, those 70 y. o. Chads clean up mad pussy bra.",2606,deepseek-v4-flash_modu_no_slur,1,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2,"{""sentiment"": {""1"": 4, ""3"": 1}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 4, ""3"": 1}, ""status"": {""4"": 3, ""3"": 2}, ""dehumanize"": {""4"": 4, ""3"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""3"": 2, ""4"": 3}, ""hatespeech"": {""2"": 4, ""1"": 1}}",LLM_majority,LLM
FATAH: India wins freedom 2.0 URL  Some very interesting observations here!,39620,deepseek-v4-flash_modu_no_slur,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""0"": 2, ""1"": 3}, ""respect"": {""2"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Rather be an obese piece of shit than Sunni, inshalla",18981,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 4, ""3"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
They receive death threats because they are anti American. Has nothing to do with Trump. Play the shir were the clearly state they hate America and its values. They are Muslim and want sharia law to rule the land!,48918,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 4, ""3"": 1}, ""dehumanize"": {""0"": 4, ""1"": 1}, ""violence"": {""1"": 2, ""0"": 3}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
New study finds discrimination against women and racial minorities in hiring in the sciences URL,28441,deepseek-v4-flash_modu_no_slur,3,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""2"": 2, ""0"": 2, ""1"": 1}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 4, ""3"": 1}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 3, ""1"": 2}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
It could've been written by some desperate chick with no self-awareness.,17827,deepseek-v4-flash_modu_no_slur,3,4.0,4.0,3.0,3.0,1.0,0.0,0.0,4.0,0,"{""sentiment"": {""3"": 4, ""4"": 1}, ""respect"": {""4"": 5}, ""insult"": {""4"": 3, ""3"": 2}, ""humiliate"": {""4"": 2, ""3"": 3}, ""status"": {""4"": 1, ""3"": 4}, ""dehumanize"": {""1"": 3, ""3"": 2}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""0"": 4, ""1"": 1}}",LLM_majority,LLM
Seeing trans people that are hot af definitely makes me feel more secure and comfortable and hopeful.,14685,deepseek-v4-flash_modu_no_slur,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,"{""sentiment"": {""0"": 5}, ""respect"": {""0"": 4, ""1"": 1}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""1"": 2, ""0"": 3}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"I guess you already tried releasing the Gospel Topic essays, banning then unbanning children of gays, shortening Church to 2 hours, and changing the name of the Church from ""Mormons."" Sorry, Russ, some women are just too stubborn.",15663,deepseek-v4-flash_modu_no_slur,3,4.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""4"": 3, ""3"": 2}, ""insult"": {""4"": 3, ""3"": 2}, ""humiliate"": {""4"": 2, ""3"": 3}, ""status"": {""2"": 2, ""3"": 3}, ""dehumanize"": {""0"": 4, ""1"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""3"": 4, ""4"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"This is for Rachel, you big fat white nasty smellin fat bitch",29587,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 3, ""2"": 1, ""3"": 1}, ""dehumanize"": {""3"": 1, ""0"": 2, ""1"": 1, ""4"": 1}, ""violence"": {""0"": 4, ""1"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
You have a beautiful pussy and you're so sexy I would fuck you all day everyday,17550,deepseek-v4-flash_modu_no_slur,0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,3.0,0,"{""sentiment"": {""0"": 4, ""1"": 1}, ""respect"": {""4"": 2}, ""insult"": {""4"": 2}, ""humiliate"": {""4"": 2}, ""status"": {""2"": 2}, ""dehumanize"": {""0"": 1, ""1"": 1}, ""violence"": {""0"": 2}, ""genocide"": {""0"": 2}, ""attack_defend"": {""3"": 2}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Why are you such degenerate fucks?,401,deepseek-v4-flash_modu_no_slur,4,,,,,,,,,0,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Nah jut keep your delusional red pill opinions on ""real men"" to yourself. Creep",5542,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,2.0,3.0,0.0,0.0,0.0,4.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""2"": 1, ""4"": 4}, ""insult"": {""0"": 1, ""1"": 1, ""4"": 3}, ""humiliate"": {""0"": 2, ""3"": 1, ""4"": 2}, ""status"": {""2"": 2, ""3"": 3}, ""dehumanize"": {""0"": 4, ""1"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 1, ""1"": 1, ""4"": 3}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Ftm and mtf together :3,15603,deepseek-v4-flash_modu_no_slur,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,"{""sentiment"": {""1"": 1, ""0"": 4}, ""respect"": {""0"": 2, ""2"": 1, ""1"": 2}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 2, ""1"": 2, ""2"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
your just a fucking poor boy who grew up without any support from your family with your household income of 5k. stfu and gtfo retard. Australia med schools recruit Americans all the time to go to their MBBS program. thats two undergraduates degrees why not have an actual doctorate. now go fix your bilateral hernia you gave yourself trying to suck your own dick since no one else will,7304,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,2.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 4, ""2"": 1}, ""dehumanize"": {""4"": 2, ""0"": 2, ""1"": 1}, ""violence"": {""0"": 4, ""1"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
@NRO @madeleinekearns Straights have been doing tacky pro straight activism forever. Fuck off,33377,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 4, ""3"": 1}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 4, ""3"": 1}, ""dehumanize"": {""1"": 3, ""0"": 2}, ""violence"": {""0"": 4, ""1"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 4, ""1"": 1}}",LLM_majority,LLM
So basically Iran's affiliates use American Made machinery to step on American flags? Wow. Just Wow! @ScheyChris @Smiity646 @305local @sicat222 @Herald_Reports URL,23414,deepseek-v4-flash_modu_no_slur,4,4.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0,"{""sentiment"": {""3"": 1, ""4"": 4}, ""respect"": {""4"": 3, ""3"": 2}, ""insult"": {""2"": 2, ""3"": 1, ""1"": 2}, ""humiliate"": {""0"": 2, ""1"": 2, ""2"": 1}, ""status"": {""3"": 2, ""4"": 2, ""2"": 1}, ""dehumanize"": {""1"": 1, ""0"": 4}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""3"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
